model_id,model_label,model_tier,sample_index,question,ground_truth,answer,response_time_s,input_tokens,output_tokens,cost_usd,faithfulness,answer_relevancy,context_precision,context_recall,human_eval_sample,human_score,human_notes
o1-mini,o1-mini  (reasoning / best),high,32,What are the goals for the students by the end of the course related to multilingual textual data?,"Understand the process of garnering and pre-processing a large amount of multilingual textual data from various domains and sources, and characterize the processes to store, load, pre-process multilingual data and apply language processing operations such as normalization, tokenization, lemmatization, chunking and machine readable representation (vector) extraction.","By the end of the course, the goals for the students related to multilingual textual data are to: 

1. Understand the process of garnering and pre-processing a large amount of multilingual textual data from various domains and sources.
2. Characterize the processes to store, load, pre-process multilingual data and apply language processing operations such as normalization, tokenization, lemmatization, chunking, and machine-readable representation (vector) extraction [source_file p.2].",10.63,0,0,0.0,1.0,1.0,1.0,1.0,False,,
o1-mini,o1-mini  (reasoning / best),high,33,What is one of the topics covered in WEEK7 of the Deep Learning for NLP-II course?,Language Models and Language Modeling objectives,"One of the topics covered in WEEK 7 of the Deep Learning for NLP-II course is ""Language Models and Language Modeling objectives"" [source_file p. 8].",6.55,0,0,0.0,1.0,1.0,1.0,0.8,False,,
o1-mini,o1-mini  (reasoning / best),high,34,What does the local coherence discriminator (LCD) compute?,The coherence of a text as the average of coherence scores between consecutive pairs of sentences.,"The local coherence discriminator (LCD) computes the coherence of a text as the average of coherence scores between consecutive pairs of sentences. It takes a sentence pair and returns a score, with higher scores indicating more coherent pairs. The model computes sentence embeddings for the pairs and concatenates four features of the pair to output the coherence score. The training objective is to make the coherence score higher for real pairs than for negative pairs [source_file p.573].",5.89,0,0,0.0,0.8,1.0,0.9,0.7,False,,
o1-mini,o1-mini  (reasoning / best),high,35,What do connotation frames offer in relation to the Bechdel test?,New insights that complement and deviate from the well-known Bechdel test.,"Connotation frames offer new insights that complement and deviate from the well-known Bechdel test. They reveal that high-agency women, when analyzed through the lens of connotation frames, are rare in modern films, indicating that even movies with strong female characters may still be influenced by deeply ingrained biases in social norms [source_file p. 527].",5.04,0,0,0.0,1.0,1.0,1.0,1.0,True,,
o1-mini,o1-mini  (reasoning / best),high,36,What must Responsible Employees do when they receive information about Title IX related incidents?,"Responsible Employees must report any Title IX related incidents that are disclosed in writing, discussion, or one-on-one.","Responsible Employees must report any information regarding Title IX related incidents that is disclosed to them, including information received through writing assignments, class discussions, or one-on-one conversations. This requirement is in accordance with Texas Senate Bill 212 and Federal Title IX laws [source_file p.12].",3.6,0,0,0.0,0.9,1.0,0.9,0.8,False,,
o1-mini,o1-mini  (reasoning / best),high,37,What is the title of the book authored by Jurafsky and Manning in 2012?,Natural language processing,"The title of the book authored by Jurafsky and Manning in 2012 is ""Natural Language Processing"" [source_file p. 1].",6.52,0,0,0.0,1.0,1.0,1.0,1.0,False,,
o1-mini,o1-mini  (reasoning / best),high,38,What is a turn in a dialogue?,"A turn in a dialogue is a single contribution from one speaker to the dialogue, which can be a sentence, a single word, or multiple sentences.","A turn in a dialogue is a single contribution from one speaker to the dialogue, which can consist of a sentence, a single word, or multiple sentences. Each turn represents a sequential action in the conversation, similar to taking turns in a game [source_file p. 574].",3.39,0,0,0.0,1.0,1.0,1.0,1.0,False,,
o1-mini,o1-mini  (reasoning / best),high,39,How many assignments will be given in the first half of the semester?,SIX assignments,SIX assignments will be given in the first half of the semester [source_file p.4].,3.35,0,0,0.0,1.0,1.0,1.0,1.0,False,,
o1-mini,o1-mini  (reasoning / best),high,40,What should a student do if they think they may have a disability and need accommodations?,Contact Services for Students with Disabilities (SSD) for assistance.,"If a student thinks they may have a disability and need accommodations, they should contact Services for Students with Disabilities (SSD). They should also inform the instructor about any barriers to learning to ensure equal opportunity to participate fully in the course. If already registered with SSD, they should deliver their Accommodation Letter to the instructor as early as possible in the semester to discuss their approved accommodations and needs in the course [source_file p.5].",6.0,0,0,0.0,0.9,1.0,0.9,0.8,False,,
o1-mini,o1-mini  (reasoning / best),high,41,What do preceding discourse connectors like 'therefore' and 'consequently' signal in an argument?,They signal a subsequent claim.,"Preceding discourse connectors like ""therefore"" and ""consequently"" signal a subsequent claim in an argument [source_file p. 576].",1.99,0,0,0.0,1.0,1.0,1.0,0.8,False,,
o1-mini,o1-mini  (reasoning / best),high,42,What is one of the learning objectives related to knowledge representation mentioned in the text?,Learn to extract information from unstructured text and represent them in the form of knowledge graphs.,"One of the learning objectives related to knowledge representation mentioned in the text is to ""learn to extract information from unstructured text and represent them in the form of knowledge graphs"" [source_file p.12].",5.55,0,0,0.0,1.0,1.0,1.0,1.0,False,,
o1-mini,o1-mini  (reasoning / best),high,43,What is the name of China's biggest city?,上海 (Shanghai),I don't know based on the provided materials.,1.69,0,0,0.0,0.0,0.0,0.8,0.8,False,,
o1-mini,o1-mini  (reasoning / best),high,44,What is the focus of WEEK 1 in the course outline?,Introduction to Natural Language Processing,"The focus of WEEK 1 in the course outline is an introduction to Natural Language Processing (NLP), which includes a course overview, syllabus discussion, an overview of applications and real-world examples, and the importance of text data in various industries. The lab session covers Python basics, file, string and document processing, regular expressions, frequency analysis, and visualization of text data. The assigned reading for this week is Chapter 1 from the book by Jurafsky and Manning, and the first assignment is on frequency analysis using Python and string processing [source_file p.5].",6.96,0,0,0.0,0.6,0.9,0.7,0.5,False,,
o1-mini,o1-mini  (reasoning / best),high,45,What is the purpose of the second stage of training in the model described in the text chunk?,"The purpose of the second stage of training is to take the representations produced by the model, cluster them into 500 clusters, and use those as the target for training to learn more accurate and fine-grained representations.","The second stage of training in the model described aims to take the representations produced by the model after the first stage and cluster them into 500 clusters, using those as the target for training. This approach is intended to help the model learn more accurate and fine-grained representations beyond the initial bias toward phonetic representations established in the first stage, which used 100 acoustic units based on 39-dimensional MFCC vectors [source_file p. 361].",2.98,0,0,0.0,0.9,1.0,0.9,0.8,False,,
o1-mini,o1-mini  (reasoning / best),high,46,What federal law protects against sex and gender-based discrimination?,Title IX,"Title IX is the federal law that protects against sex and gender-based discrimination, sexual harassment, sexual assault, unprofessional or inappropriate conduct of a sexual nature, dating/domestic violence, and stalking at federally funded educational institutions [source_file p.12].",7.35,0,0,0.0,0.8,1.0,0.9,0.7,False,,
o1-mini,o1-mini  (reasoning / best),high,47,What is the primary mode of instruction for the courses mentioned in the text?,"In person, with some exceptions depending on the state of the COVID-19 pandemic.","The primary mode of instruction for the courses mentioned in the text is in-person class meetings, with some exceptions depending on the state of the COVID-19 pandemic. If in-person meetings are not possible, classes will be held virtually via Zoom. The classes consist of a mixture of lectures and hands-on sessions [source_file p.2].",3.76,0,0,0.0,1.0,1.0,1.0,1.0,False,,
o1-mini,o1-mini  (reasoning / best),high,48,What type of attention is added in the transformer blocks of the decoder?,Cross-attention,The type of attention added in the transformer blocks of the decoder is called cross-attention. This attention layer allows the decoder to attend to the encoder's output representations while generating the target text [source_file p.276].,3.59,0,0,0.0,1.0,1.0,1.0,1.0,False,,
o1-mini,o1-mini  (reasoning / best),high,49,What is the maximum number of days a student can extend their submission using the grace policy?,Two days.,"A student can extend their submission by a maximum of two days for one assignment, or they may have two one-day extensions for two different assignments, totaling a maximum of two days [source_file p.4].",4.07,0,0,0.0,1.0,1.0,1.0,1.0,False,,
o1-mini,o1-mini  (reasoning / best),high,50,Who are the authors of the paper titled 'Knowledge-free induction of inflectional morphologies'?,"Schone, P. and D. Jurafsky.",I don't know based on the provided materials.,1.26,0,0,0.0,0.0,0.0,1.0,0.0,False,,
o1-mini,o1-mini  (reasoning / best),high,51,What needs to be recognized in order to produce a timeline of events related to fare increases?,"Temporal expressions like Friday, Thursday or two days from now and times such as 3:30 P.M.","To produce a timeline of events related to fare increases, it is necessary to recognize temporal expressions such as specific dates and times, as well as the events themselves, such as the fare increases by the airlines. Additionally, the relationships between these events, including the order in which they occur, must be established [source_file p.463].",2.16,0,0,0.0,1.0,1.0,1.0,1.0,False,,
o1-mini,o1-mini  (reasoning / best),high,52,What is the necessary prerequisite course for students who want to fully participate in the class?,INF 380P: Introduction to Programming in Python or equivalent programming coursework,The necessary prerequisite course for students who want to fully participate in the class is INF 380P: Introduction to Programming in Python or equivalent programming coursework [source_file p.2].,2.32,0,0,0.0,1.0,1.0,1.0,0.9,False,,
o1-mini,o1-mini  (reasoning / best),high,53,What are the topics covered in WEEK12 of the course?,"Knowledge networks and Ontology, WordNet, ConceptNet and DBPedia.","In WEEK 12 of the course, the topics covered are Knowledge Networks and Pragmatics in NLP. The lecture will focus on knowledge networks and ontology, including WordNet, ConceptNet, and DBPedia. The lab will involve feature extraction using lexical knowledge nets for fact verification in LLMs [source_file p.10].",3.73,0,0,0.0,1.0,1.0,1.0,1.0,False,,
o1-mini,o1-mini  (reasoning / best),high,54,What is the date of the final project presentation?,12/05/2024,"The final project presentation is scheduled for December 4, 2024 [source_file p.4].",2.41,0,0,0.0,0.0,1.0,1.0,1.0,True,,
o1-mini,o1-mini  (reasoning / best),high,55,What is the representation of each word in the first-layer Bi-LSTM?,"Each word is represented by its form and POS tag, concatenating their neural embeddings.",I don't know based on the provided materials.,9.66,0,0,0.0,1.0,0.0,0.8,0.8,False,,
o1-mini,o1-mini  (reasoning / best),high,56,What is the focus of the lab in WEEK8?,Text summarization example using Large Language Models,The focus of the lab in WEEK 8 is on text summarization using Large Language Models [source_file p.9].,1.15,0,0,0.0,1.0,1.0,1.0,1.0,False,,
o1-mini,o1-mini  (reasoning / best),high,57,What are some traditional machine learning algorithms mentioned in the text?,"Logistic Regression, SVMs, Decision Trees, and Feed Forward networks.","Some traditional machine learning algorithms mentioned in the text include Logistic Regression, Support Vector Machines (SVMs), Decision Trees, and Feed Forward networks [source_file p.9].",2.9,0,0,0.0,1.0,1.0,1.0,1.0,False,,
o1-mini,o1-mini  (reasoning / best),high,58,What was the purpose of the Berkeley Restaurant Project?,"To answer questions about a database of restaurants in Berkeley, California.","The Berkeley Restaurant Project was a dialogue system designed to answer questions about a database of restaurants in Berkeley, California [source_file p. 4].",8.75,0,0,0.0,1.0,1.0,1.0,1.0,False,,
o1-mini,o1-mini  (reasoning / best),high,59,"What percentage of the final grade is attributed to attendance, participation in class, and lab completion?",20%,"20% of the final grade is attributed to attendance, participation in class, and lab completion [source_file p.2].",5.43,0,0,0.0,1.0,1.0,1.0,1.0,False,,
o1-mini,o1-mini  (reasoning / best),high,60,What is the method used to connect each word with its k nearest neighbors?,The method used is connecting each word with its k nearest neighbors according to cosine similarity.,The method used to connect each word with its k nearest neighbors is to sort the vectors for all words in the vocabulary by their cosine similarity with the vector for the target word [source_file p.119].,5.43,0,0,0.0,0.7,0.8,0.9,0.6,False,,
o1-mini,o1-mini  (reasoning / best),high,61,What role does Victoria Chen hold at Megabucks Banking?,CFO,Victoria Chen holds the position of CFO (Chief Financial Officer) at Megabucks Banking and also became the company's president [source_file p.544].,5.61,0,0,0.0,1.0,1.0,1.0,1.0,False,,
o1-mini,o1-mini  (reasoning / best),high,62,What is the width of the kernel used in the convolutional layers in Whisper?,3 frames,The width of the kernel used in the convolutional layers in Whisper is 3 frames [source_file p.352].,3.1,0,0,0.0,1.0,1.0,1.0,1.0,False,,
o1-mini,o1-mini  (reasoning / best),high,63,What is the potential flaw with the inference algorithm mentioned in the text?,"The potential flaw is that the most likely alignment may not correspond to the most likely final collapsed output string Y, as there are many possible alignments that lead to the same output string.",I don't know based on the provided materials.,1.22,0,0,0.0,0.0,0.0,0.5,0.0,False,,
o1-mini,o1-mini  (reasoning / best),high,64,What is the title of the assignment mentioned in the text chunk?,Fine Tuning for Text Classification,"The title of the assignment mentioned in the text chunk is ""Keyword Extraction"" [source_file p.8].",1.88,0,0,0.0,0.0,0.0,0.5,0.0,True,,
o1-mini,o1-mini  (reasoning / best),high,65,What is top-k sampling in the context of language models?,"Top-k sampling is a method that truncates the distribution to the top k most likely words, renormalizes the probabilities, and then randomly samples from these k words according to their renormalized probabilities.","Top-k sampling is a method used in language models to generate text by selecting from the top k most probable words instead of choosing the single most probable word. The process involves the following steps:

1. Choose a number k in advance.
2. For each word in the vocabulary, compute the likelihood of that word given the context.
3. Sort the words by their likelihood and discard any words that are not among the top k most probable.
4. Renormalize the scores of the remaining k words to create a legitimate probability distribution.
5. Randomly sample a word from these k most probable words according to their renormalized probabilities.

When k equals 1, top-k sampling is identical to greedy decoding. By setting k to a larger number, the method allows for the selection of words that are not necessarily the most probable, leading to more diverse text generation while still maintaining a reasonable level of quality [source_file p.200].",6.28,0,0,0.0,1.0,1.0,1.0,1.0,False,,
o1-mini,o1-mini  (reasoning / best),high,66,What is the main objective of the proposed graduate-level course in Natural Language Processing?,The objective of the course is to provide a bird’s eye view of the field of NLP and enable students to make informed decisions while choosing from different career options.,"The main objective of the proposed graduate-level course in Natural Language Processing is to provide a bird’s eye view of the field of NLP and enable students to make informed decisions while choosing from different career options, such as working on an NLP-based cutting-edge product, joining the industry in an NLP-centric role, or pursuing a doctoral study or conducting doctoral research specializing in NLP or computational linguistics [source_file p.1].",5.62,0,0,0.0,0.9,1.0,1.0,0.9,False,,
o1-mini,o1-mini  (reasoning / best),high,67,What is Natural Language Processing (NLP) concerned with?,NLP is concerned with interactions between computers and humans through the medium of human languages.,"Natural Language Processing (NLP) is concerned with interactions between computers and humans through the medium of human languages. It involves analyzing, understanding, and generating human language, making it possible for machines to interpret and respond to human speech and text [source_file p.1].",1.36,0,0,0.0,1.0,1.0,1.0,0.8,False,,
o1-mini,o1-mini  (reasoning / best),high,68,What are the main topics covered in WEEK 4 of the course?,"Machine Learning Methods for NLP, Test Classification Details, Feature Engineering with N-gram and TF-IDF, Word Vectors.","In WEEK 4 of the course, the main topics covered are Machine Learning Methods for NLP, specifically focusing on text classification details, feature engineering with N-gram and TF-IDF, and word vectors. The lab session involves implementing text classifiers, feature engineering, and evaluating model performance [source_file p. 4].",3.15,0,0,0.0,1.0,1.0,1.0,1.0,False,,
o1-mini,o1-mini  (reasoning / best),high,69,What is the title of the first reading listed?,Quick introduction to neural networks,"The title of the first reading listed is ""Chapter 1: Introduction"" from the book ""Natural language processing"" by Jurafsky, D., & Manning, C. (2012) [source_syllabus.pdf p. 8].",1.64,0,0,0.0,0.0,0.0,0.0,0.0,True,,
o1-mini,o1-mini  (reasoning / best),high,70,What is the duration of the group project update presentation?,5 minutes per group,The duration of the group project update presentation is 5 minutes per group [source_file p. 4].,2.51,0,0,0.0,1.0,1.0,1.0,1.0,False,,
o1-mini,o1-mini  (reasoning / best),high,71,What resource does UT maintain to assist students with food insecurity?,"UT maintains the UT Outpost, which is a free on-campus food pantry.","UT maintains the UT Outpost, which is a free on-campus food pantry and career closet, to assist students with food insecurity [source_file p.11].",2.29,0,0,0.0,1.0,1.0,1.0,1.0,True,,
o1-mini,o1-mini  (reasoning / best),high,72,What is the grade cutoff percentage for a grade of B+?,87%,The grade cutoff percentage for a grade of B+ is 87% [source_file p.5].,1.62,0,0,0.0,1.0,1.0,1.0,1.0,False,,
o1-mini,o1-mini  (reasoning / best),high,73,What are the potential disciplinary penalties for students who violate University rules on academic dishonesty?,"Students who violate University rules on academic dishonesty are subject to disciplinary penalties, including the possibility of failure in the course and/or dismissal from the University.","Students who violate University rules on academic dishonesty are subject to disciplinary penalties, which may include the possibility of failure in the course and/or dismissal from the University [source_file p. 10].",1.78,0,0,0.0,1.0,1.0,1.0,1.0,False,,
o1-mini,o1-mini  (reasoning / best),high,74,What is the topic of the readings assigned for WEEK3?,Syntax Analysis and Information Extraction,"The topic of the readings assigned for WEEK 3 is Syntax Analysis and Information Extraction, which includes analyzing sentences, grammar and languages, representing syntax, part of speech tagging, constituency and dependency parsing, and entity and relationship extraction [source_file p.3].",5.44,0,0,0.0,1.0,1.0,1.0,1.0,False,,
o1-mini,o1-mini  (reasoning / best),high,75,What are the two broad categories that parts of speech fall into?,closed class and open class,Parts of speech fall into two broad categories: closed class and open class [source_file p.391].,1.57,0,0,0.0,1.0,1.0,1.0,1.0,True,,
o1-mini,o1-mini  (reasoning / best),high,76,What is the property of vectors in a system all tending to point in the same direction called?,anisotropy,I don't know based on the provided materials.,3.69,0,0,0.0,0.0,0.0,0.8,0.0,False,,
o1-mini,o1-mini  (reasoning / best),high,77,What is the phone number for the Counseling and Mental Health Center (CMHC)?,512-471-3515,The phone number for the Counseling and Mental Health Center (CMHC) is 512-471-3515 [source_file p.11].,5.21,0,0,0.0,1.0,1.0,1.0,1.0,True,,
o1-mini,o1-mini  (reasoning / best),high,78,What should you deliver as early as possible in the semester?,Your Accommodation Letter,You should deliver your Accommodation Letter to the instructor as early as possible in the semester if you are a student with a disability or think you may have a disability and need accommodations [source_file p. 4].,3.99,0,0,0.0,0.8,1.0,0.9,0.7,False,,
o1-mini,o1-mini  (reasoning / best),high,79,What is the term for a language that is characterized by the structure where the verb typically precedes the object?,verb-framed,"The term for a language that is characterized by the structure where the verb typically precedes the object is ""VSO language"" (Verb-Subject-Object) [source_file p.269].",4.86,0,0,0.0,0.0,0.5,0.0,0.0,False,,
o1-mini,o1-mini  (reasoning / best),high,80,What is the page number for 'affricate sound'?,315,I don't know based on the provided materials.,5.0,0,0,0.0,0.0,0.0,1.0,0.0,False,,
o1-mini,o1-mini  (reasoning / best),high,81,What is one alternative method to instruction-tuning an LLM mentioned in the text?,"Doing this via test-time compute, prompting the LLM to answer the question and simultaneously to generate reflections on which passages were useful.","One alternative method to instruction-tuning an LLM mentioned in the text is preference alignment, which can be implemented through techniques like Reinforcement Learning from Human Feedback (RLHF) or Direct Preference Optimization (DPO) [source_file p.227].",5.32,0,0,0.0,0.0,0.0,0.5,0.0,True,,
o1-mini,o1-mini  (reasoning / best),high,82,What is the space between the two folds of muscle in the larynx called?,glottis,The space between the two folds of muscle in the larynx is called the glottis [source_file p.321].,1.82,0,0,0.0,1.0,1.0,1.0,1.0,False,,
o1-mini,o1-mini  (reasoning / best),high,83,What is the output of the statement 'a' + 'ab' in Python 3?,B,I don't know based on the provided materials.,2.28,0,0,0.0,0.0,0.0,0.0,0.0,False,,
o1-mini,o1-mini  (reasoning / best),high,84,What is emphasized as crucial for success in the NLP course?,"Success in the NLP course is a result of concerted efforts, including prioritizing transparency, understanding in-class quizzes, embracing deliberate practice for programming, and iterating on presentations.","The following points are emphasized as crucial for success in the NLP course:

1. Achieve higher attendance, aiming for 100% to maximize exposure and engagement during lectures and practical exercises.
2. Submit practicums and assignments promptly, recognizing that minor errors can be overlooked while focusing on continuous improvement.
3. Prioritize transparency by appropriately citing tools, resources, and data sources, showcasing a commitment to ethical and accountable work.
4. Approach in-class quizzes with a clear understanding and well-organized thoughts, leveraging conceptual clarity to excel.
5. If programming presents challenges, embrace deliberate practice to strengthen skills and confidently navigate technical aspects.
6. Embrace iteration when preparing presentations, ensuring impactful task demonstrations, comprehensive analyses, and well-structured reports.
7. Recognize that success in the NLP course results from these concerted efforts, culminating in growth as a proficient and accomplished NLP practitioner [source_file p.10].",8.2,0,0,0.0,0.8,0.9,0.7,0.85,False,,
o1-mini,o1-mini  (reasoning / best),high,85,What role might shallow semantics play in machine translation?,Shallow semantics might act as a useful intermediate language in machine translation.,I don't know based on the provided materials.,1.63,0,0,0.0,1.0,0.0,0.5,0.0,False,,
o1-mini,o1-mini  (reasoning / best),high,86,What should you do if you must miss a class to observe a religious holy day?,You will be given an opportunity to complete the missed work within a reasonable time after the absence.,"You must notify the instructor of your pending absence as far in advance as possible of the date of observance of the religious holy day. If you miss a class, examination, work assignment, or project due to this observance, you will be given an opportunity to complete the missed work within a reasonable time after the absence [source_file p.11].",8.87,0,0,0.0,0.9,1.0,0.8,0.9,True,,
o1-mini,o1-mini  (reasoning / best),high,87,What is the formula for precision as defined in the text?,Precision = |R| / |T|,"The formula for precision as defined in the text is:

Precision = |R| / |T|

where |R| is the number of relevant documents returned by the system, and |T| is the total number of documents returned [source_file p.252].",2.8,0,0,0.0,1.0,1.0,1.0,1.0,False,,
o1-mini,o1-mini  (reasoning / best),high,88,What is one reason for tokenizing the input in NLP?,Converting an input to a deterministic fixed set of units means that different algorithms and systems can agree on simple questions.,"One reason for tokenizing the input in NLP is to convert an input to a deterministic fixed set of units, which allows different algorithms and systems to agree on simple questions, such as how long the text is or whether certain phrases are one token or two [source_file p. 21].",2.42,0,0,0.0,1.0,1.0,1.0,1.0,False,,
o1-mini,o1-mini  (reasoning / best),high,89,What is the focus of WEEK 2 in the course schedule?,Lexical Analytics: Analyzing Words,"WEEK 2 focuses on Lexical Analytics, specifically analyzing words. The lecture covers morphology and morphological diversities across languages, representing words, featurizing words, word-vectors, and distributional semantics. The lab session involves processing and cleaning textual data, text normalization, morphological analysis (stemming and lemmatization), and feature extraction from words and word vectors [source_file p.6].",2.21,0,0,0.0,0.7,1.0,0.8,0.6,False,,
o1-mini,o1-mini  (reasoning / best),high,90,What potential risk is associated with large language models leaking information from their training data?,"An adversary can extract training-data text from a language model, such as a person’s name, phone number, and address.","The potential risk associated with large language models leaking information from their training data is that an adversary can extract sensitive information, such as a person’s name, phone number, and address. This is particularly problematic when the models are trained on extremely sensitive private datasets, such as electronic health records, which can lead to significant privacy violations [source_file p.176].",4.22,0,0,0.0,1.0,1.0,1.0,1.0,False,,
o1-mini,o1-mini  (reasoning / best),high,91,What are the four major classes of speech acts according to Bach and Harnish (1979)?,"Constatives, Directives, Commissives, Acknowledgments","The four major classes of speech acts according to Bach and Harnish (1979) are:

1. Constatives: committing the speaker to something’s being the case (e.g., answering, claiming, confirming, denying, disagreeing, stating).
2. Directives: attempts by the speaker to get the addressee to do something (e.g., advising, asking, forbidding, inviting, ordering, requesting).
3. Commissives: committing the speaker to some future course of action (e.g., promising, planning, vowing, betting, opposing).
4. Acknowledgments: expressing the speaker’s attitude regarding the hearer with respect to some social action (e.g., apologizing, greeting, thanking, accepting an acknowledgment) [source_file p. 585].",4.09,0,0,0.0,0.9,1.0,1.0,0.9,False,,
o1-mini,o1-mini  (reasoning / best),high,92,What is the title of the optional reading related to Latent Dirichlet Allocation?,Latent dirichlet allocation.,"The title of the optional reading related to Latent Dirichlet Allocation is ""A Beginner’s Guide to Latent Dirichlet Allocation (LDA)"" [source_file p. 4].",3.73,0,0,0.0,0.0,0.5,0.5,0.5,False,,
o1-mini,o1-mini  (reasoning / best),high,93,What are some common restrictions placed on dependency structures according to the text?,"The structures must be connected, have a designated root node, and be acyclic or planar.","Some common restrictions placed on dependency structures include that the structures must be connected, have a designated root node, and be acyclic or planar [source_file p. 441].",1.25,0,0,0.0,1.0,1.0,1.0,1.0,False,,
o1-mini,o1-mini  (reasoning / best),high,94,What has the Title IX office developed to respond to a survivor?,Supportive ways to respond to a survivor.,The Title IX office has developed supportive ways to respond to a survivor and compiled campus resources to support survivors [source_file p.1].,1.66,0,0,0.0,1.0,1.0,1.0,1.0,True,,
o1-mini,o1-mini  (reasoning / best),high,95,What is the modern sense of the word 'broadcast' derived from?,The modern 'transmission' sense of broadcast is derived from its original sense of sowing seeds.,"The modern sense of the word 'broadcast' is derived from its original sense of ""sowing seeds,"" which shifted to refer to ""transmitting signals"" with the rise of television and radio [source_file p.122].",7.27,0,0,0.0,1.0,1.0,1.0,0.9,False,,
o1-mini,o1-mini  (reasoning / best),high,96,What are the two commonly used models of coherence relations mentioned in the text?,Rhetorical Structure Theory (RST) and the Penn Discourse TreeBank (PDTB).,The two commonly used models of coherence relations mentioned in the text are Rhetorical Structure Theory (RST) and the Penn Discourse TreeBank (PDTB) [source_file p.561].,5.69,0,0,0.0,1.0,1.0,1.0,1.0,False,,
o1-mini,o1-mini  (reasoning / best),high,97,What are the titles of the two books mentioned in the text chunk?,Natural Language Processing and Foundations of statistical natural language processing.,"The two books mentioned in the text chunk are:

1. ""Speech and Language Processing"" by Dan Jurafsky and James H. Martin.
2. ""Foundations of Statistical Natural Language Processing"" by Manning, C., & Schutze, H. [source_syllabus.pdf p. 13]",2.36,0,0,0.0,0.8,1.0,1.0,0.9,False,,
